Video ID,Title,Descrption,Published At
KPq-gH-IhXw,Working from home as a developer | Telmo Goncalves,48 Working from home as a developer | Telmo Goncalves Telmo Goncalves TWITTER ○ https://twitter.com/telmo ...,2020-12-12T15:16:10Z
XOOjsbk43i0,Failed challenges and fears can&#39;t stop us creating content for Devs&#39; community - Ayushi Rawat,Find Francesco ➡ http://francescociulla.com #47 Failed challenges and fears can't stop us creating content for Devs' community- ...,2020-12-11T15:36:33Z
gXdt8WifoeE,Not only a CSS artist but an Amazing Person | Jhey Tompkins,46 Not only a CSS artist but an Amazing Person | Jhey Tompkins Jhey Tompkins TWITTER ○ https://twitter.com/jh3yy ...,2020-12-10T13:58:40Z
MjR3O1uFN0c,&quot;Lifestyle First&quot; approach to life | Daniel Vassallo,"45 ""Lifestyle First"" approach to life | Daniel Vassallo Daniel's incredible products: 1️⃣The Good Parts of AWS: ...",2020-12-09T16:30:29Z
IV5-TOTFDVU,Improve your mindset and land a job as a developer | Mads Brodt,44 Improve your mindset and land a job as a developer | Mads Brodt We have talked about: 0:00 Welcome to my 1000th ...,2020-12-08T12:16:19Z
k3euQWFBgIk,How challenges can help you to improve - Eleftheria Batsou,43 How challenges can help you to improve - Eleftheria Batsou @EleftheriaBatsou We have talked about: - How did she become ...,2020-12-07T13:20:54Z
RXdDZUor5eU,Public Speaking as a non-native speaker (+Tweetastic) - Dimitri Ivashchuk,42 Public Speaking as a non-native speaker (+Tweetastic) - Dimitri Ivashchuk We have talked about: - Dev as a hobby in the ...,2020-12-06T11:06:41Z
b8sETb4Fi2Q,How to get started with CSS art | Kassandra Sanch,41 How to get started with CSS art | Kassandra Sanch We have talked about: - Her past in Architecture - @ewetube5955 - Passion ...,2020-12-05T14:47:43Z
42Ic9Shn8TI,Switch Career to Software development at 30+ | Devin Ford,40 Switch Career to Software development at 30+ | Devin Ford We have talked about: - His current job - Why he decided to switch ...,2020-12-04T10:22:17Z
OXVjBpBzrmM,From 0 to 100k subs on Youtube in 1 year with no online presence (RISKY) | Dennis Ivy,38 From 0 to 100k subs on Youtube in 1 year with no online presence (RISKY) | Dennis Ivy Dennis Ivy YOUTUBE ...,2020-12-02T14:00:11Z
lJpWHsWe_qY,Inspire and getting inspired as a developer | Mina,37 Inspire and getting inspired as a developer | Mina We have talked about: - Her story - Her future plans with javascript - Inspiring ...,2020-12-01T10:49:44Z
YB_JczuaMrA,Establishing credibility (+startups for software engineers) - Hassan El Mghari,36 Establishing credibility (+startups for software engineers) - Hassan El Mghari We have talked about: @HassanElMghari - How ...,2020-11-30T12:55:24Z
v2PXe19lsEg,Learning in public with 100 Days of Code challenge | Marko Denic,35 Learning in public with 100 Days of Code challenge | Marko Denic We have talked about: - His past as a mechanical engineer ...,2020-11-29T14:50:35Z
rPP-umPNk5M,CSS: Coding in a different way - Pratham Kumar,34 CSS: Coding in a different way - Pratham We have talked about: - His story - CSS - Twitter experience - Experience as an ...,2020-11-28T12:32:39Z
iEXhULy0Hlk,"9 Devs from Twitter: Jenny, Francesco, Deni, Ravin, Ro, Annie, Simon, Raf, Ria",is for GOOD and USEFUL topics 0:00:00 Waiting for Everybody 0:16:23 all 9 joined and screenshot! 0:17:00 ✳️Twitter accounts ...,2020-11-26T17:43:46Z
43B15Vd7MlM,Docker: The past and the future in the DevOps World | Michael Irwin,32 Docker: The past and the future in the DevOps World | Michael Irwin @mikesir87 @DockerInc We have talked about: - Virginia ...,2020-11-26T10:43:26Z
FK8Pgdzt-lU,The story and the future of Codacy as a DevOps tool | Jaime Jorge,31 The story and the future of Codacy as a DevOps tool | Jaime Jorge @codacydev We have talked about: - The story of Codacy ...,2020-11-25T12:42:53Z
XhANODKeoBY,Introvertubers - Seema Saharan,30 Introvertubers - Seema Saharan @SeemaSaharan We have talked about: - Her YouTube Channel - Women in Tech ...,2020-11-24T11:12:21Z
022umAZ7DDM,Believe in the Dev Community | Faye Sipiano,29 Believe in the Dev Community | Faye Sipiano We have talked about: - WeStryve - Her Journey through the pandemic ...,2020-11-23T13:17:50Z
5pCZaMh2QWk,How to start a developer podcast series | Scott Spence,"28 How to start a developer podcast series | Scott Spence We have talked about: - Twitter Algorithm (aka ""the Beast"") - JamStack ...",2020-11-22T13:40:46Z
5Rf2n7YvC-w,How to start YouTube with 0 online presence (+ Flutter made simple) | Tadas Petra,27 How to start YouTube with 0 online presence (+ Flutter made simple) | Tadas Petra We have talked about: - His YouTube ...,2020-11-21T13:16:15Z
3_PaazxmMVg,freeCodeCamp: A resource to learn to code... and more | Quincy Larson,26 freeCodeCamp: A resource to learn to code... and more | Quincy Larson We have talked about: - Quick Recap of the story of ...,2020-11-20T14:33:54Z
4yrZJMxK_Gw,Enjoy what you are doing as a developer (or not) + Her SECRET! | Pauline P. Narvas (aka Pawlean),"25 There are moments, in our lives, when we realize we don't have to do what we have been told to be. We can also pursue our ...",2020-11-19T11:11:15Z
VW27-n6A5Ns,Being a Teacher Developer Advocate | James Q Quick,24 Being a Teacher Developer Advocate | James Q Quick @JamesQQuick We have talked about: - How he became a developer ...,2020-11-18T13:25:00Z
hr0zmhFuXS0,"Developers&#39; Community is about people, not code (+ Vuejs explanation) - Marc Backes","23 We have talked about: - Marc's journey to development, by traveling all around the world - His great experience with VueJS ...",2020-11-17T10:10:34Z
uJxYr0vQW6A,Confidence is a learned skill (from Opera Singer to Developer) | Anna McDougall,22 Confidence is a learned skill: lessons from an opera singer turned web developer | Anna McDougall We have talked about: ...,2020-11-16T16:04:49Z
km-kdGXWGuo,Authenticity and brave decisions to follow your dreams | Thomas Weibenfalk,21 *This is the first interview of Thomas Weibenfalk available on the Internet* We have talked about: - His secret degree! - Course ...,2020-11-15T14:24:11Z
BOpR1B8_KG4,"Sales as a developer, using communication in the right way - Jose R. Rosado","20 Sales as a developer, using communication in the right way - Jose R. Rosado We have talked about: @JoseRosado 0:00 ...",2020-11-14T13:33:16Z
cC56kHRiWV4,From Development to Wine industry and back again. How to get clients by drinking Beer! - Niall Maher,"19 This is the story of this awesome Irish guy, who found in development a way to fulfill his dreams. We have also talked about ...",2020-11-13T13:08:04Z
xWbXL478110,"From Marketing, Chemistry, Makeup to development. How to use previous job experiences | Ría Corpeno","18 In this video, we will talk with Ría Corpeno, from New York, about all her previous jobs, the switch to development, her ...",2020-11-12T14:08:08Z
AX76PwCInRc,"From Commodore 64 to Nearform, Node TSC, PinoJS, Fastify (+Amazing tips for devs) - Matteo Collina","17 In this video, we will know the story of how Matteo jumped into development and NodeJS. It also contains insanely good tips for ...",2020-11-11T11:30:57Z
oWTFvN2ykoA,Freelancing as a developer in the right way - Kyle Prinsloo,16 Freelancing as a developer in the right way - Kyle Prinsloo The complete web development Bundle: ...,2020-11-10T12:48:34Z
pQ5fk-9ndy0,Secrets to be successful on YouTube | Codestackr,15 Secrets to be successful on YouTube | Codestackr Codestackr @codeSTACKr Youtube Channel: ...,2020-11-09T13:51:56Z
PYl4l3u7nWg,Learning to code while having fun creating games | Ania Kubów,14 Learning to code while having fun creating games | Ania Kubów Ania Kubów ...,2020-11-08T15:58:44Z
9Um4vsiJFnQ,How to create capital C Content as a Developer | Ben Awad,13 How to create capital C Content as a Developer | Ben Awad Ben Awad @bawad Youtube: ...,2020-11-07T15:36:56Z
VTxskhxd1Ns,Find your purpose as a developer (or not) - Santiago,12 Find your purpose as a developer (or not) - Santiago We talked about: - how important it is to always have a PURPOSE - his ...,2020-11-06T11:36:08Z
frDHavqReWs,Growing as a Software Engineer with 1-1 Mentorship - Ankur Tyagi,11 Growing as a Software Engineer with 1-1 Mentorship - Ankur Tyagi 2-1-1 Friday Newsletter: https://codelifefitness.com/2-1-1/ ...,2020-11-05T11:45:57Z
h1_-JEsJoYs,Mental Health for developers - Rojhan Paydar (Ro),10 Mental Health for developers - Rojhan Paydar (Ro) Ro Personal Site: https://www.rothecoder.com/ Discord Server: ...,2020-11-04T13:51:43Z
08RuhPRq-_U,"Path to software Developer (Ruby on Rails, Flask, VueJS, Freecodecamp) | Jenny Potts","9 Path to software Developer (Ruby on Rails, Flask, VueJS, Freecodecamp) | Jenny Potts Youtube Channel: ...",2020-11-03T11:05:16Z
tCfHIh1IQRk,How an hackathon experience can change a developer&#39;s life | Nirbhay Vashisht,8 Nirbhay Vashisht https://twitter.com/nirbhayvashisht Francesco Ciulla ❤️ SUPPORT ...,2020-11-02T11:10:24Z
kC8tcs7Tjsc,How to engage with your audience | Danny Thompson,7 HOW TO GET FOLLOWERS ON TWITTER - Danny Thompson: https://gumroad.com/a/1048671347 Danny Thompson: TWITTER ...,2020-11-01T12:15:16Z
CKkD5zTOz6w,Time management to start a business | Simon Hoiberg,3 Time management to start a business | Simon Hoiberg Simon's references: Simon Hoiberg Twitter API Client: ...,2020-10-28T13:54:27Z
